Episode,Action Sequence,Total Reward,Steps Taken,Q-Table
704,"[np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]",18,8,"[[[ 4.03338234  4.74217727  5.13852157 11.42517832]
  [-2.39979342 -2.14967013 -2.20547433 10.04263328]
  [-1.59982009 -0.43401128 -2.19026168 -1.40628693]
  [-1.19169757 -1.09141205 -1.494375    8.37439645]
  [-0.95258071 -1.494375   -1.494375   -0.81862399]]

 [[ 6.74433871  6.03004329  8.68434302 13.07913508]
  [-1.64506231 14.3779371  -1.7028651   1.00322401]
  [-0.86350971 16.49730173 -1.27543704  2.96763557]
  [ 2.18020439 -0.76940186  0.66069639 18.53559721]
  [-0.6086113  -1.45958906 -0.59328369  1.14759406]]

 [[ 8.15113951 14.82014219 10.80753939 11.27828313]
  [ 6.73467806 13.38985005 10.43985527 16.65278125]
  [-0.78658965 -0.66604122  2.99513814 17.94805832]
  [ 2.63593168  0.4533597   1.01459427 20.60436969]
  [-0.298875   -0.75       -0.33825844 12.8801235 ]]

 [[-1.494375   16.34972026 -0.99069634  2.14582823]
  [10.58843054 17.35048254 14.36198127 18.581875  ]
  [ 1.977277    5.28517847  1.78609055 20.61131601]
  [ 2.4563479  22.74980745 -0.07874293 -0.15      ]
  [ 0.64530013  6.33316271  1.3625478  24.99999056]]

 [[-0.75       17.34505439 -0.82262341  0.0535732 ]
  [11.57583215 20.6125     15.70588763  7.77904061]
  [17.26227863 22.75       17.36966666 15.31186284]
  [16.41864424 25.         19.39705804 17.35723908]
  [ 0.          0.          0.          0.        ]]]"
705,"[3, np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]",18,8,"[[[ 4.03338234  4.74217727  5.13852157 11.42517832]
  [-2.39979342 -2.14967013 -2.20547433 10.04263328]
  [-1.59982009 -0.43401128 -2.19026168 -1.40628693]
  [-1.19169757 -1.09141205 -1.494375    8.37439645]
  [-0.95258071 -1.494375   -1.494375   -0.81862399]]

 [[ 6.74433871  6.03004329  8.68434302 13.07913508]
  [-1.64506231 14.3779371  -1.7028651   1.00322401]
  [-0.86350971 16.49730173 -1.27543704  2.96763557]
  [ 2.18020439 -0.76940186  0.66069639 18.53559721]
  [-0.6086113  -1.45958906 -0.59328369  1.14759406]]

 [[ 8.15113951 14.82014219 10.80753939 11.27828313]
  [ 6.73467806 13.38985005 10.43985527 16.65278125]
  [-0.78658965 -0.66604122  2.99513814 17.94805832]
  [ 2.63593168  0.4533597   1.01459427 20.60436969]
  [-0.298875   -0.75       -0.33825844 12.8801235 ]]

 [[-1.494375   16.34972026 -0.99069634  2.14582823]
  [10.58843054 17.35048254 14.36198127 18.581875  ]
  [ 1.977277    5.28517847  1.78609055 20.61131601]
  [ 2.4563479  22.74980745 -0.07874293 -0.15      ]
  [ 0.64530013  6.33316271  1.3625478  24.99999056]]

 [[-0.75       17.34505439 -0.82262341  0.0535732 ]
  [11.57583215 20.6125     15.70588763  7.77904061]
  [17.26227863 22.75       17.36966666 15.31186284]
  [16.41864424 25.         19.39705804 17.35723908]
  [ 0.          0.          0.          0.        ]]]"
706,"[1, 3, np.int64(1), 2, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(3)]",16,10,"[[[ 4.03338234  5.31192592  5.13852157 11.42517832]
  [-2.39979342 -2.14967013 -2.20547433 10.43509433]
  [-1.59982009  0.6744419  -2.19026168 -1.40628693]
  [-1.19169757 -1.09141205 -1.494375    9.60955958]
  [-0.95258071 -1.494375   -1.494375   -0.81862399]]

 [[ 6.74433871  6.03004329  8.68434302 13.07913508]
  [-1.64506231 14.42211203 -1.7028651   1.00322401]
  [-0.86350971 16.49730173 -1.29596809  2.96763557]
  [ 2.18020439 -0.76940186  0.66069639 18.54138031]
  [-0.6086113  -1.45958906 -0.59328369  1.14759406]]

 [[ 8.15113951 14.82014219 10.80753939 11.27828313]
  [ 6.73467806 13.38985005 10.43985527 16.65278125]
  [-0.78658965 -0.66604122  2.99513814 17.94805832]
  [ 2.63593168  0.4533597   1.01459427 20.60556179]
  [-0.298875   -0.75       -0.33825844 12.8801235 ]]

 [[-1.494375   16.34972026 -0.99069634  2.14582823]
  [10.58843054 17.35048254 14.36198127 18.581875  ]
  [ 1.977277    5.28517847  1.78609055 20.61131601]
  [ 2.4563479  22.74983499 -0.07874293 -0.15      ]
  [ 0.64530013  6.33316271  1.3625478  24.99999197]]

 [[-0.75       17.34505439 -0.82262341  0.0535732 ]
  [11.57583215 20.6125     15.70588763  7.77904061]
  [17.26227863 22.75       17.36966666 15.31186284]
  [16.41864424 25.         19.39705804 17.35723908]
  [ 0.          0.          0.          0.        ]]]"
707,"[np.int64(3), np.int64(3), np.int64(1), np.int64(3), 1, np.int64(3), np.int64(1), np.int64(1)]",18,8,"[[[ 4.03338234  5.31192592  5.13852157 11.42517832]
  [-2.39979342 -2.14967013 -2.20547433 10.43509433]
  [-1.59982009  0.6744419  -2.19026168 -1.40628693]
  [-1.19169757 -1.09141205 -1.494375    9.60955958]
  [-0.95258071 -1.494375   -1.494375   -0.81862399]]

 [[ 6.74433871  6.03004329  8.68434302 13.07913508]
  [-1.64506231 14.42211203 -1.7028651   1.00322401]
  [-0.86350971 16.49730173 -1.29596809  2.96763557]
  [ 2.18020439 -0.76940186  0.66069639 18.54138031]
  [-0.6086113  -1.45958906 -0.59328369  1.14759406]]

 [[ 8.15113951 14.82014219 10.80753939 11.27828313]
  [ 6.73467806 13.38985005 10.43985527 16.65278125]
  [-0.78658965 -0.66604122  2.99513814 17.94805832]
  [ 2.63593168  0.4533597   1.01459427 20.60556179]
  [-0.298875   -0.75       -0.33825844 12.8801235 ]]

 [[-1.494375   16.34972026 -0.99069634  2.14582823]
  [10.58843054 17.53502269 14.36198127 18.581875  ]
  [ 1.977277    5.28517847  1.78609055 20.61149361]
  [ 2.4563479  22.74983499 -0.07874293 -0.15      ]
  [ 0.64530013  6.33316271  1.3625478  24.99999197]]

 [[-0.75       17.34505439 -0.82262341  0.0535732 ]
  [11.57583215 20.6125     15.70588763  7.77904061]
  [17.26227863 22.75       17.36966666 15.31186284]
  [16.41864424 25.         19.39705804 17.35723908]
  [ 0.          0.          0.          0.        ]]]"
708,"[np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]",18,8,"[[[ 4.03338234  5.31192592  5.13852157 11.42517832]
  [-2.39979342 -2.14967013 -2.20547433 10.43509433]
  [-1.59982009  0.6744419  -2.19026168 -1.40628693]
  [-1.19169757 -1.09141205 -1.494375    9.60955958]
  [-0.95258071 -1.494375   -1.494375   -0.81862399]]

 [[ 6.74433871  6.03004329  8.68434302 13.07913508]
  [-1.64506231 14.42211203 -1.7028651   1.00322401]
  [-0.86350971 16.49730173 -1.29596809  2.96763557]
  [ 2.18020439 -0.76940186  0.66069639 18.54138031]
  [-0.6086113  -1.45958906 -0.59328369  1.14759406]]

 [[ 8.15113951 14.82014219 10.80753939 11.27828313]
  [ 6.73467806 13.38985005 10.43985527 16.65278125]
  [-0.78658965 -0.66604122  2.99513814 17.94805832]
  [ 2.63593168  0.4533597   1.01459427 20.60556179]
  [-0.298875   -0.75       -0.33825844 12.8801235 ]]

 [[-1.494375   16.34972026 -0.99069634  2.14582823]
  [10.58843054 17.53502269 14.36198127 18.581875  ]
  [ 1.977277    5.28517847  1.78609055 20.61149361]
  [ 2.4563479  22.74983499 -0.07874293 -0.15      ]
  [ 0.64530013  6.33316271  1.3625478  24.99999197]]

 [[-0.75       17.34505439 -0.82262341  0.0535732 ]
  [11.57583215 20.6125     15.70588763  7.77904061]
  [17.26227863 22.75       17.36966666 15.31186284]
  [16.41864424 25.         19.39705804 17.35723908]
  [ 0.          0.          0.          0.        ]]]"
709,"[np.int64(3), np.int64(3), np.int64(1), np.int64(3), 0, np.int64(1), np.int64(3), 1, np.int64(1), np.int64(1)]",16,10,"[[[ 4.03338234  5.31192592  5.13852157 11.42517832]
  [-2.39979342 -2.14967013 -2.20547433 10.43509433]
  [-1.59982009  0.6744419  -2.19026168 -1.40628693]
  [-1.19169757 -1.09141205 -1.494375    9.60955958]
  [-0.95258071 -1.494375   -1.494375   -0.81862399]]

 [[ 6.74433871  6.03004329  8.68434302 13.07913508]
  [-1.64506231 14.42211203 -1.7028651   1.00322401]
  [-0.86350971 16.49730173 -1.29596809  2.96763557]
  [ 2.18020439 -0.76940186  0.66069639 18.54138031]
  [-0.6086113  -1.45958906 -0.59328369  1.14759406]]

 [[ 8.15113951 14.82014219 10.80753939 11.27828313]
  [ 6.73467806 13.38985005 10.43985527 16.65278125]
  [-0.78658965 -0.66604122  2.99513814 17.94805832]
  [ 2.63593168  0.4533597   1.01459427 20.60556179]
  [-0.298875   -0.75       -0.33825844 12.8801235 ]]

 [[-1.494375   16.39517941 -0.99069634  2.14582823]
  [11.1800011  17.53502269 14.36198127 18.581875  ]
  [ 1.977277    5.28517847  1.78609055 20.61149361]
  [ 2.4563479  22.74983499 -0.07874293 -0.15      ]
  [ 0.64530013  6.33316271  1.3625478  24.99999197]]

 [[-0.75       17.34505439 -0.82262341  0.0535732 ]
  [11.57583215 20.6125     15.70588763  7.77904061]
  [17.26227863 22.75       17.36966666 15.31186284]
  [16.41864424 25.         19.39705804 17.35723908]
  [ 0.          0.          0.          0.        ]]]"
710,"[np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]",18,8,"[[[ 4.03338234  5.31192592  5.13852157 11.42517832]
  [-2.39979342 -2.14967013 -2.20547433 10.43509433]
  [-1.59982009  0.6744419  -2.19026168 -1.40628693]
  [-1.19169757 -1.09141205 -1.494375    9.60955958]
  [-0.95258071 -1.494375   -1.494375   -0.81862399]]

 [[ 6.74433871  6.03004329  8.68434302 13.07913508]
  [-1.64506231 14.42211203 -1.7028651   1.00322401]
  [-0.86350971 16.49730173 -1.29596809  2.96763557]
  [ 2.18020439 -0.76940186  0.66069639 18.54138031]
  [-0.6086113  -1.45958906 -0.59328369  1.14759406]]

 [[ 8.15113951 14.82014219 10.80753939 11.27828313]
  [ 6.73467806 13.38985005 10.43985527 16.65278125]
  [-0.78658965 -0.66604122  2.99513814 17.94805832]
  [ 2.63593168  0.4533597   1.01459427 20.60556179]
  [-0.298875   -0.75       -0.33825844 12.8801235 ]]

 [[-1.494375   16.39517941 -0.99069634  2.14582823]
  [11.1800011  17.53502269 14.36198127 18.581875  ]
  [ 1.977277    5.28517847  1.78609055 20.61149361]
  [ 2.4563479  22.74983499 -0.07874293 -0.15      ]
  [ 0.64530013  6.33316271  1.3625478  24.99999197]]

 [[-0.75       17.34505439 -0.82262341  0.0535732 ]
  [11.57583215 20.6125     15.70588763  7.77904061]
  [17.26227863 22.75       17.36966666 15.31186284]
  [16.41864424 25.         19.39705804 17.35723908]
  [ 0.          0.          0.          0.        ]]]"
711,"[np.int64(3), np.int64(3), 3, np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]",18,8,"[[[ 4.03338234  5.31192592  5.13852157 11.42517832]
  [-2.39979342 -2.14967013 -2.20547433 10.43509433]
  [-1.59982009  0.6744419  -2.19026168 -1.40628693]
  [-1.19169757 -1.09141205 -1.494375    9.60955958]
  [-0.95258071 -1.494375   -1.494375   -0.81862399]]

 [[ 6.74433871  6.03004329  8.68434302 13.07913508]
  [-1.64506231 14.42211203 -1.7028651   1.00322401]
  [-0.86350971 16.49730173 -1.29596809  2.96763557]
  [ 2.18020439 -0.76940186  0.66069639 18.54138031]
  [-0.6086113  -1.45958906 -0.59328369  1.14759406]]

 [[ 8.15113951 14.82014219 10.80753939 11.77285372]
  [ 6.73467806 13.38985005 10.43985527 16.65278125]
  [-0.78658965 -0.66604122  2.99513814 17.94805832]
  [ 2.63593168  0.4533597   1.01459427 20.60556179]
  [-0.298875   -0.75       -0.33825844 12.8801235 ]]

 [[-1.494375   16.43381968 -0.99069634  2.14582823]
  [11.1800011  17.53502269 14.36198127 18.581875  ]
  [ 1.977277    5.28517847  1.78609055 20.61149361]
  [ 2.4563479  22.74983499 -0.07874293 -0.15      ]
  [ 0.64530013  6.33316271  1.3625478  24.99999197]]

 [[-0.75       17.34505439 -0.82262341  0.0535732 ]
  [11.57583215 20.6125     15.70588763  7.77904061]
  [17.26227863 22.75       17.36966666 15.31186284]
  [16.41864424 25.         19.39705804 17.35723908]
  [ 0.          0.          0.          0.        ]]]"
712,"[np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]",18,8,"[[[ 4.03338234  5.31192592  5.13852157 11.42517832]
  [-2.39979342 -2.14967013 -2.20547433 10.43509433]
  [-1.59982009  0.6744419  -2.19026168 -1.40628693]
  [-1.19169757 -1.09141205 -1.494375    9.60955958]
  [-0.95258071 -1.494375   -1.494375   -0.81862399]]

 [[ 6.74433871  6.03004329  8.68434302 13.07913508]
  [-1.64506231 14.42211203 -1.7028651   1.00322401]
  [-0.86350971 16.49730173 -1.29596809  2.96763557]
  [ 2.18020439 -0.76940186  0.66069639 18.54138031]
  [-0.6086113  -1.45958906 -0.59328369  1.14759406]]

 [[ 8.15113951 14.82014219 10.80753939 11.77285372]
  [ 6.73467806 13.38985005 10.43985527 16.65278125]
  [-0.78658965 -0.66604122  2.99513814 17.94805832]
  [ 2.63593168  0.4533597   1.01459427 20.60556179]
  [-0.298875   -0.75       -0.33825844 12.8801235 ]]

 [[-1.494375   16.43381968 -0.99069634  2.14582823]
  [11.1800011  17.53502269 14.36198127 18.581875  ]
  [ 1.977277    5.28517847  1.78609055 20.61149361]
  [ 2.4563479  22.74983499 -0.07874293 -0.15      ]
  [ 0.64530013  6.33316271  1.3625478  24.99999197]]

 [[-0.75       17.34505439 -0.82262341  0.0535732 ]
  [11.57583215 20.6125     15.70588763  7.77904061]
  [17.26227863 22.75       17.36966666 15.31186284]
  [16.41864424 25.         19.39705804 17.35723908]
  [ 0.          0.          0.          0.        ]]]"
713,"[np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]",18,8,"[[[ 4.03338234  5.31192592  5.13852157 11.42517832]
  [-2.39979342 -2.14967013 -2.20547433 10.43509433]
  [-1.59982009  0.6744419  -2.19026168 -1.40628693]
  [-1.19169757 -1.09141205 -1.494375    9.60955958]
  [-0.95258071 -1.494375   -1.494375   -0.81862399]]

 [[ 6.74433871  6.03004329  8.68434302 13.07913508]
  [-1.64506231 14.42211203 -1.7028651   1.00322401]
  [-0.86350971 16.49730173 -1.29596809  2.96763557]
  [ 2.18020439 -0.76940186  0.66069639 18.54138031]
  [-0.6086113  -1.45958906 -0.59328369  1.14759406]]

 [[ 8.15113951 14.82014219 10.80753939 11.77285372]
  [ 6.73467806 13.38985005 10.43985527 16.65278125]
  [-0.78658965 -0.66604122  2.99513814 17.94805832]
  [ 2.63593168  0.4533597   1.01459427 20.60556179]
  [-0.298875   -0.75       -0.33825844 12.8801235 ]]

 [[-1.494375   16.43381968 -0.99069634  2.14582823]
  [11.1800011  17.53502269 14.36198127 18.581875  ]
  [ 1.977277    5.28517847  1.78609055 20.61149361]
  [ 2.4563479  22.74983499 -0.07874293 -0.15      ]
  [ 0.64530013  6.33316271  1.3625478  24.99999197]]

 [[-0.75       17.34505439 -0.82262341  0.0535732 ]
  [11.57583215 20.6125     15.70588763  7.77904061]
  [17.26227863 22.75       17.36966666 15.31186284]
  [16.41864424 25.         19.39705804 17.35723908]
  [ 0.          0.          0.          0.        ]]]"
714,"[np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]",18,8,"[[[ 4.03338234  5.31192592  5.13852157 11.42517832]
  [-2.39979342 -2.14967013 -2.20547433 10.43509433]
  [-1.59982009  0.6744419  -2.19026168 -1.40628693]
  [-1.19169757 -1.09141205 -1.494375    9.60955958]
  [-0.95258071 -1.494375   -1.494375   -0.81862399]]

 [[ 6.74433871  6.03004329  8.68434302 13.07913508]
  [-1.64506231 14.42211203 -1.7028651   1.00322401]
  [-0.86350971 16.49730173 -1.29596809  2.96763557]
  [ 2.18020439 -0.76940186  0.66069639 18.54138031]
  [-0.6086113  -1.45958906 -0.59328369  1.14759406]]

 [[ 8.15113951 14.82014219 10.80753939 11.77285372]
  [ 6.73467806 13.38985005 10.43985527 16.65278125]
  [-0.78658965 -0.66604122  2.99513814 17.94805832]
  [ 2.63593168  0.4533597   1.01459427 20.60556179]
  [-0.298875   -0.75       -0.33825844 12.8801235 ]]

 [[-1.494375   16.43381968 -0.99069634  2.14582823]
  [11.1800011  17.53502269 14.36198127 18.581875  ]
  [ 1.977277    5.28517847  1.78609055 20.61149361]
  [ 2.4563479  22.74983499 -0.07874293 -0.15      ]
  [ 0.64530013  6.33316271  1.3625478  24.99999197]]

 [[-0.75       17.34505439 -0.82262341  0.0535732 ]
  [11.57583215 20.6125     15.70588763  7.77904061]
  [17.26227863 22.75       17.36966666 15.31186284]
  [16.41864424 25.         19.39705804 17.35723908]
  [ 0.          0.          0.          0.        ]]]"
715,"[np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), 3, np.int64(1), 1, np.int64(1)]",13,9,"[[[ 4.03338234  5.31192592  5.13852157 11.42517832]
  [-2.39979342 -2.14967013 -2.20547433 10.43509433]
  [-1.59982009  0.6744419  -2.19026168 -1.40628693]
  [-1.19169757 -1.09141205 -1.494375    9.60955958]
  [-0.95258071 -1.494375   -1.494375   -0.81862399]]

 [[ 6.74433871  6.03004329  8.68434302 13.07913508]
  [-1.64506231 14.42211203 -1.7028651   1.00322401]
  [-0.86350971 16.49730173 -1.29596809  2.96763557]
  [ 2.18020439 -0.76940186  0.66069639 18.54138031]
  [-0.6086113  -1.45958906 -0.59328369  1.14759406]]

 [[ 8.15113951 14.82014219 10.80753939 11.77285372]
  [ 6.73467806 13.38985005 10.43985527 16.65278125]
  [-0.78658965 -0.66604122  2.99513814 17.94805832]
  [ 2.63593168  0.4533597   1.01459427 20.60556179]
  [-0.298875   -0.75       -0.33825844 12.8801235 ]]

 [[-1.494375   16.43381968 -0.99069634  2.14582823]
  [11.1800011  17.53502269 14.36198127 18.581875  ]
  [ 1.977277    5.28517847  1.78609055 20.61149361]
  [ 2.4563479  22.74983499 -0.07874293 -0.15      ]
  [ 0.64530013  6.33316271  1.3625478  24.99999197]]

 [[-0.75       17.34505439 -0.82262341  0.0535732 ]
  [11.57583215 20.6125     15.70588763  8.79946577]
  [17.26227863 22.75       17.36966666 15.31186284]
  [16.41864424 25.         19.39705804 17.35723908]
  [ 0.          0.          0.          0.        ]]]"
716,"[np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), 3, np.int64(1), np.int64(1)]",13,9,"[[[ 4.03338234  5.31192592  5.13852157 11.42517832]
  [-2.39979342 -2.14967013 -2.20547433 10.43509433]
  [-1.59982009  0.6744419  -2.19026168 -1.40628693]
  [-1.19169757 -1.09141205 -1.494375    9.60955958]
  [-0.95258071 -1.494375   -1.494375   -0.81862399]]

 [[ 6.74433871  6.03004329  8.68434302 13.07913508]
  [-1.64506231 14.42211203 -1.7028651   1.00322401]
  [-0.86350971 16.49730173 -1.29596809  2.96763557]
  [ 2.18020439 -0.76940186  0.66069639 18.54138031]
  [-0.6086113  -1.45958906 -0.59328369  1.14759406]]

 [[ 8.15113951 14.82014219 10.80753939 11.77285372]
  [ 6.73467806 13.38985005 10.43985527 16.65278125]
  [-0.78658965 -0.66604122  2.99513814 17.94805832]
  [ 2.63593168  0.4533597   1.01459427 20.60556179]
  [-0.298875   -0.75       -0.33825844 12.8801235 ]]

 [[-1.494375   16.43381968 -0.99069634  2.14582823]
  [11.1800011  17.53502269 14.36198127 18.581875  ]
  [ 1.977277    5.28517847  1.78609055 20.61149361]
  [ 2.4563479  22.74983499 -0.07874293 -0.15      ]
  [ 0.64530013  6.33316271  1.3625478  24.99999197]]

 [[-0.75       17.34505439 -0.82262341  0.0535732 ]
  [11.57583215 20.6125     15.70588763  8.79946577]
  [17.26227863 22.75       17.36966666 15.50695841]
  [16.41864424 25.         19.39705804 17.35723908]
  [ 0.          0.          0.          0.        ]]]"
717,"[np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]",18,8,"[[[ 4.03338234  5.31192592  5.13852157 11.42517832]
  [-2.39979342 -2.14967013 -2.20547433 10.43509433]
  [-1.59982009  0.6744419  -2.19026168 -1.40628693]
  [-1.19169757 -1.09141205 -1.494375    9.60955958]
  [-0.95258071 -1.494375   -1.494375   -0.81862399]]

 [[ 6.74433871  6.03004329  8.68434302 13.07913508]
  [-1.64506231 14.42211203 -1.7028651   1.00322401]
  [-0.86350971 16.49730173 -1.29596809  2.96763557]
  [ 2.18020439 -0.76940186  0.66069639 18.54138031]
  [-0.6086113  -1.45958906 -0.59328369  1.14759406]]

 [[ 8.15113951 14.82014219 10.80753939 11.77285372]
  [ 6.73467806 13.38985005 10.43985527 16.65278125]
  [-0.78658965 -0.66604122  2.99513814 17.94805832]
  [ 2.63593168  0.4533597   1.01459427 20.60556179]
  [-0.298875   -0.75       -0.33825844 12.8801235 ]]

 [[-1.494375   16.43381968 -0.99069634  2.14582823]
  [11.1800011  17.53502269 14.36198127 18.581875  ]
  [ 1.977277    5.28517847  1.78609055 20.61149361]
  [ 2.4563479  22.74983499 -0.07874293 -0.15      ]
  [ 0.64530013  6.33316271  1.3625478  24.99999197]]

 [[-0.75       17.34505439 -0.82262341  0.0535732 ]
  [11.57583215 20.6125     15.70588763  8.79946577]
  [17.26227863 22.75       17.36966666 15.50695841]
  [16.41864424 25.         19.39705804 17.35723908]
  [ 0.          0.          0.          0.        ]]]"
718,"[np.int64(3), np.int64(3), np.int64(1), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]",16,10,"[[[ 4.03338234  5.31192592  5.13852157 11.42517832]
  [-2.39979342 -2.14967013 -2.20547433 10.43509433]
  [-1.59982009  0.6744419  -2.19026168 -1.40628693]
  [-1.19169757 -1.09141205 -1.494375    9.60955958]
  [-0.95258071 -1.494375   -1.494375   -0.81862399]]

 [[ 6.74433871  6.03004329  8.68434302 13.07913508]
  [-1.64506231 14.42211203 -1.7028651   1.00322401]
  [-0.86350971 16.49730173 -1.29596809  2.96763557]
  [ 2.18020439 -0.76940186  0.66069639 18.54138031]
  [-0.6086113  -1.45958906 -0.59328369  1.14759406]]

 [[ 8.15113951 14.82014219 10.80753939 11.77285372]
  [ 6.73467806 13.38985005 10.43985527 16.65278125]
  [-0.78658965 -0.66604122  2.99513814 17.94805832]
  [ 2.63593168  0.4533597   1.01459427 20.60556179]
  [-0.298875   -0.75       -0.33825844 12.8801235 ]]

 [[-1.494375   16.46666392 -0.99069634  2.14582823]
  [11.69482024 17.53502269 14.36198127 18.581875  ]
  [ 1.977277    5.28517847  1.78609055 20.61149361]
  [ 2.4563479  22.74983499 -0.07874293 -0.15      ]
  [ 0.64530013  6.33316271  1.3625478  24.99999197]]

 [[-0.75       17.34505439 -0.82262341  0.0535732 ]
  [11.57583215 20.6125     15.70588763  8.79946577]
  [17.26227863 22.75       17.36966666 15.50695841]
  [16.41864424 25.         19.39705804 17.35723908]
  [ 0.          0.          0.          0.        ]]]"
